Link,Job Title,Company,Date Posted,Location,Requirements
https://ca.indeed.com/rc/clk?jk=5afcc0e992e1d700&bb=LnUvXhHavIhqnu9iB5CwObVcEu8VKzb_KpcxRpTFQit_n6kM2DiQ7riUhbl_X-92OnGBOEaOmArYY1O6arwCwBzdhe1EF64h1MV3qL7qUT_5vTzjq49WQaZFolH7HVV4&xkcb=SoDP67M3-rXlmbUTU50HbzkdCdPP&fccid=f94a5e077c7e8b72&vjs=3,Senior Data Scientist,Larus Technologies,PostedPosted 9 days ago,"Hybrid work in Ottawa, ON","[' MLOps (e.g., Kubeflow);', ' Cloud Infrastructure (e.g., Databricks, Azure);', ' Distributed Computing (e.g., Coud, Docker, Kubernetes, Dask);', ' Software Unit Testing (e.g., Python Unittest);', ' Continuous Integration/Continuous Deployment Systems (e.g., Azure Devops);', ' Data Visualization (e.g., matplotlib, seaborn, streamlit);', ' Optimization (e.g., optuna, katib, jmetalpy, GA); and', ' Mathematics (e.g., linear algebra, statistics, mathematical programming).']"
https://ca.indeed.com/rc/clk?jk=697c0ce6426612b8&bb=LnUvXhHavIhqnu9iB5CwOdQwKzeqdrt6llnXNI_LISwQ2CMI4Z2ko0EZtEbp91ZS31JkQW_Xs_L2u2nyv40WGlMKPbhW5ikDLzg7gCIlqwn5O1pLDm6C4qo4PjygE4w1&xkcb=SoB767M3-rXlmbUTU50GbzkdCdPP&fccid=84c23fbcabc14d59&vjs=3,Energy & Sustainability Data Analyst II,BGIS,PostedPosted 30 days ago,"Ottawa, ON","['University degree in computer science, math, engineering, data science, or related. ', 'Equivalent or similar college diploma with significant job experience will also be considered. ', '3 to 5 years of Data Analyst experience is mandatory. ', 'Management and organization of large data sets using Microsoft Excel based software. ', 'Ability to identify and troubleshoot data integration and integrity issues in cooperation with the appropriate business units. ', 'VBA knowledge, database and programming knowledge. ', 'Advanced to expert proficiency level with Microsoft Excel. ', 'Advanced skills with visualization software (Microsoft Power BI, Tableau) and use of DAX (Data Analysis Expressions). ', 'Strong communication and interpersonal skills with the ability to work independently and within a team environment. ', 'Strong administrative skills including documentation standards. ', 'Knowledge of facility management services would be beneficial. ', 'Demonstrated ability to function efficiently under pressure with constantly changing priorities and deadlines. ']"
https://ca.indeed.com/rc/clk?jk=1c8aee415be428c0&bb=LnUvXhHavIhqnu9iB5CwOSL3ikvZ1AndiQnMVA9IrJPgZFF_64KnOAOMyrTgoPSyhBRE5ywtKthX2dimvv9UNlktzGdTuZ0vLuQlmb3mp1_nicD2wNuDMtriDUycz13b&xkcb=SoDm67M3-rXlmbUTU50FbzkdCdPP&fccid=49b2df5d01f7a230&cmp=Moerai-Solutions&ti=Senior+Data+Analyst&vjs=3,Senior Data Analyst,Moerai Soultions,EmployerActive 2 days ago,"Hybrid work in Mississauga, ON","[""Bachelor's degree in Mathematics, Economics, Computer Science, Information Management, Statistics, or related field. Master’s degree preferred."", 'Minimum 7 years proven experience as a Data Analyst or Business Data Analyst.', 'Strong knowledge of and experience with reporting packages (Excel, Tableau, Power BI, etc.), databases (SQL, etc.), programming (XML, Javascript, or ETL frameworks), and statistical packages for analyzing datasets (Excel, SPSS, SAS, etc.).', 'Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.', 'Adept at queries, report writing, and presenting findings.', 'High-level proficiency in Excel including pivot tables, VLOOKUP, and data visualization techniques.', 'Experience working with cross-functional teams to deliver results.']"
https://ca.indeed.com/rc/clk?jk=dd26a6c6e647021a&bb=xVNp4Sr2-T78e_77OEbss2pmE_BZLWYi4evU57w838FDtYFX6WwinkgLN1CPPhy9fYJuFfRY9hOAdKVaNzfST9FA61oA_DpKgqX2GdbKoHqbNWI1RInKXg%3D%3D&xkcb=SoDQ67M3-rXlg1apFB0KbzkdCdPP&fccid=003656df63cede32&vjs=3,Statistical Science Associate Director,AstraZeneca,PostedPosted 30+ days ago,"Mississauga, ON","['Solid understanding of programming in R and/or SAS', 'Knowledge of the technical and regulatory requirements related to the role', 'Excellent communication skills and ability to build positive relationships']"
https://ca.indeed.com/rc/clk?jk=47db70fef4ecb54a&bb=xVNp4Sr2-T78e_77OEbss3aS37xLsT2INrOzbTOUVkcbnXHvGZn-hf3SdN0EkspzDHqcCCB8fU9RP4r4qIrAzgt9KKkAkgiu4xsNH4uTpUfrp_kq2yXDbvJpf_oKaxcL&xkcb=SoBN67M3-rXlg1apFB0JbzkdCdPP&fccid=8bfe74d96ed76995&vjs=3,Postdoctoral Associate – Economics & Data Science,Algoma University,PostedPosted 30+ days ago,"Sault Ste. Marie, ON","['Individuals with a PhD (completed by the start of employment) in economics, data']"
https://ca.indeed.com/rc/clk?jk=73d23dd946f3d0b8&bb=xVNp4Sr2-T78e_77OEbssxnYvj8fP-f6Vd-otjEDwt_VW79N8WbrrgZpeQ395PWAQwCMRcBhQk_mi_cJeqwZhZU7bnV5dbkHZpLi-P804AM4w_BOhqn6KQ%3D%3D&xkcb=SoDD67M3-rXlg1apFB0ObzkdCdPP&fccid=6ce9eba87609c3e9&vjs=3,"AI Engineer, Staff",Synopsys,PostedPosted 4 days ago,"Markham, ON","[' Education: Bachelor’s or Master’s degree in Computer Science, Data Science, Electrical Engineering, or a related field. PhD is a plus.', ' Experience: Minimum of 6 years of experience in AI and machine learning, with a proven track record of deploying AI solutions in a production environment.', ' Strong proficiency in programming languages such as Python, or C++.', ' Extensive experience with machine learning frameworks and libraries (e.g., TensorFlow, PyTorch, scikit-learn).', ' Strong understanding of statistical analysis, data mining, and data visualization techniques.', ' Knowledge of cloud platforms (e.g., AWS, GCP, Azure) and containerization (e.g., Docker, Kubernetes).', ' Familiarity with version control systems (e.g., Git) and software development methodologies (e.g., Agile, Scrum).', ' Excellent problem-solving and analytical skills.', ' Strong communication and interpersonal skills.', ' Ability to work independently and as part of a team.', ' Proven leadership and mentorship abilities.']"
https://ca.indeed.com/rc/clk?jk=4648f21b8b2ac73e&bb=xVNp4Sr2-T78e_77OEbss987Iay1wK2Ux3cRn9EcYqZjepmXk1s5zUFoooAKrnDG8HGCc_j4KNrWWkC8r2wWF05ljzjQ9W10c5VvUNYk6MhnwEjqFI5Siv42plexhR2c&xkcb=SoDq67M3-rXlg1apFB0MbzkdCdPP&fccid=a06a9e27d7a0ff03&vjs=3,"Machine Learning Engineer II, Ads Marketplace",Instacart,PostedPosted 30+ days ago,"Remote in Toronto, ON","['Have a graduate degree (masters or PhD) in artificial intelligence, machine learning, operations research or equivalent self study and experience', 'Have strong programming skills in Python and fluency in data manipulation (SQL, Pandas) and Machine Learning (scikit-learn, XGBoost, Keras/Tensorflow) tools', 'Have strong analytical skills and problem-solving ability', 'Are a strong communicator who can collaborate with diverse stakeholders across all levels', 'Have 1-2 years of industry experience using machine learning to solve real-world problems with large datasets', 'Knowledge of deep learning frameworks and methodologies', 'Experience in applying machine learning and optimization techniques to solve marketplace problems']"
https://ca.indeed.com/rc/clk?jk=3d92e492a029fee6&bb=xVNp4Sr2-T78e_77OEbss8drPv3HMOm5B8Mnlt13j-UtHThcbtL4johj6ku1LtcSPIXRewODHhx5zdTxH3KrhwhZY_4pIDRdpfwWPnJD8kxbMcbjrItDtwY9vaS4GPam&xkcb=SoAD67M3-rXlg1apFB0DbzkdCdPP&fccid=3767daace643dd17&vjs=3,Specialist Predictive Analytics,BHP,PostedPosted 5 days ago,"Hybrid work in Saskatoon, SK","['Experience with big data technologies and platforms.', 'Familiarity with industrial IoT and sensor data analysis.', 'Certification in predictive maintenance or reliability engineering.']"
https://ca.indeed.com/rc/clk?jk=df4eb8bef30d2671&bb=xVNp4Sr2-T78e_77OEbss0r40Dy9FmC29wuo9zM_ZyQcg_S5Uspy7S3VDQWpPmFuER2Jt2FAkFWx5MxnOunTsk5BWNKiLzkqHD0orxcvC2rMbvCpZXiuOjQjzdcFTh8h&xkcb=SoC367M3-rXlg1apFB0CbzkdCdPP&fccid=4a9c3fc37e5f1a80&vjs=3,Senior Data Scientist - Product Analytics,Samsara,PostedPosted 30+ days ago,"Remote in Toronto, ON","['PhD in Statistics or other quantitative field (e.g., Applied Math, Engineering, Computer Science, Physics, Biology, Psychology, Political Science, etc.)', '4+ years experience in a data-related role relevant (data science, data analyst, business analytics, business intelligence)', 'Proficiency in data manipulation and processing in SQL, Python, and/or R', 'Experience building statistical and other analytical models, preferably in Python or R', 'Ability to communicate trends and learnings via data visualizations including Tableau', 'Ability to effectively share project statuses and take ownership of tasks while handling competing priorities', 'Ability to distill informal or ambiguous customer and business requirements into crisp problem definitions', 'Proven ability to communicate verbally and in writing to technical peers and leadership teams with various levels of technical knowledge', 'Curious about our data, our product and excited to have an impact']"
https://ca.indeed.com/rc/clk?jk=6ee0564c50fcf268&bb=xVNp4Sr2-T78e_77OEbss6s7qrQbI6kF-c6Mlk3wj1NiIA2rJ4ptqRLC3rgfuQVt3tzz9hxhUnOY1NSW0iIbWOHrHfM3fEtB-SunykIdaJuJNrDO5XlUWouZb9FzLnd3&xkcb=SoA567M3-rXlg1apFB0FbzkdCdPP&fccid=7ce633552bb08ee6&vjs=3,Staff Business intelligence Analyst,SurveyMonkey,PostedPosted 20 days ago,Remote,"['Collaborate across all lines of business (Product, Growth, Finance, Marketing, Customer and Sales) to get the requirements for Key Performance Indicators and metrics that data products need to provide', 'Work closely with business leaders and other partners to understand business problems and translate them into the insightful solutions', 'Manage product artifacts such as catalog of the core data models (e.g., dimension and fact tables), logical models, and other important data assets to support governance', 'Provide guidance on specific data elements that need to be tracked to ensure tracking of metrics', 'Communicate effectively with a diverse set of stakeholders', 'Align with Data Engineering & Business Data Science teams on new and existing data acquisition and pipeline requirements']"
https://ca.indeed.com/rc/clk?jk=0faaf78377ec282d&bb=xVNp4Sr2-T78e_77OEbss0yAdNyIA75Yel1EXZnqwK0BXzgcH6zgUpCl-5LmNgH9lckG5BbDEbP_Z8FvyTbZHZgNSys6R-0a6Zn6GGHclBwyN5Pm3kwK_MQh4uNXGddl&xkcb=SoCq67M3-rXlg1apFB0bbzkdCdPP&fccid=cf5cb39f8452c9c1&vjs=3,AI Research Scientist,Coastal Carbon,PostedPosted 9 days ago,"Waterloo, ON","[' PhD degree in computer science, engineering, a related field, or equivalent experience.', ' Proven track record of successful machine learning research projects', ' 5+ years of experience in relevant jobs', ' Strong scientific understanding of the field of generative AI', ' Experience showing first-author publications at peer-reviewed AI conferences (e.g., NeurIPS, CVPR, ICML, ICLR, ICCV, and ACL)', ' Location wise, strong preference for in-person in Waterloo. We are an entirely in-person team, but are willing to consider remote for exceptional candidates.']"
https://ca.indeed.com/rc/clk?jk=69ce3aa547230dc4&bb=is0DEUMGJSx_XLpseUMtMqoxHKBgiIjO6I6zcDBFSbgzS_06MrUGOkXVsJjOhbmLvSZnN3FA3jQyykAXztsQOwfUosjAvzfs6NS7jsTfYnC4e1yNeP8hIw%3D%3D&xkcb=SoCA67M3-rXltx6pGh0ObzkdCdPP&fccid=3002307a9e5b4706&vjs=3,"Manager, Risk Analytics (Data Analytics) (12 Months Contract)",Scotiabank,PostedPosted 2 days ago,"Toronto, ON","[' University degree in a relevant STEM discipline (Science, Technology, Engineering, and Mathematics).', ' Ability to work with large volumes of structured and unstructured non-traditional data.', ' Proficiency in big data tools and programming languages (e.g., SAS, SQL, Spark).', ' Experience with machine learning and other AI techniques for strategy design.', ' Familiarity with collaboration tools (e.g., Jira, Confluence) to tie stakeholders.', ' Strong collaboration skills to translate technical knowledge into business value.', ' Effective communication skills for project documentation and presentations.', ' Excellent social skills to navigate team dynamics.']"
https://ca.indeed.com/rc/clk?jk=63e7492fe938fb56&bb=is0DEUMGJSx_XLpseUMtMuXHVbsKNudHTG24UtCh8dkX67Fm5jH4vMSqKXOrXscCt8w4IvAcqbdk3l35myhi-ue_WAuv5aEF-7GWH4smw1rWxf-F6VsmttptainX6zAd&xkcb=SoAd67M3-rXltx6pGh0NbzkdCdPP&fccid=1fd659f57039ea93&vjs=3,Database and Analytics Specialist,Lifemark Health Group,PostedPosted 29 days ago,"Hybrid work in Toronto, ON","[' Bachelor’s degree in Computer Science, Information Technology, Data Science, or a related field.', ' Proven experience in database design, implementation, and maintenance, particularly in a healthcare setting', ' Proficiency in SQL and experience with database management systems (e.g., MySQL, PostgreSQL, SQL Server).', ' Strong analytical skills with the ability to translate data into actionable insights.', ' Excellent problem-solving abilities and attention to detail.', ' Strong communication and collaboration skills.', ' Experience with data warehousing and business intelligence tools (Power BI)', ' Familiarity with programming languages such as Python or R.', ' Knowledge of cloud database solutions (e.g., AWS, Azure, Google Cloud).']"
https://ca.indeed.com/rc/clk?jk=6bc99370c284c935&bb=is0DEUMGJSx_XLpseUMtMmR8YKTcY9JlnSXstSJ2pRl-ueAx3FrS8mdbzMS3iFiYhRt6wFoH9ALdC6mVRKsM2eDHGHLvESBn4eAAqkFPEXYpB8m9ezdk8ToigbTDiW4R&xkcb=SoCp67M3-rXltx6pGh0MbzkdCdPP&fccid=2b42faad345a6de3&vjs=3,Staff Machine Learning Developer,Kinaxis Inc.,PostedPosted 30+ days ago,"Ottawa, ON","[' A Masters or PhD (preferred) in computer science/AI or a related field.', ' 5+ years of hands-on experience delivering production machine learning solutions for complex business problems', ' Experience with cloud-based data processing, machine learning services, tools, and professional software development of large-scale distributed systems.', ' Proficiency in Python with at least 5 years of experience', ' Familiarity with distributed computing frameworks', ' Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences', ' Ability to explore and design models, systems and solutions taking into account real-world constraints and user experience, and implement them via production-grade code that is systematically evaluated, well-tested and easy to maintain']"
https://ca.indeed.com/rc/clk?jk=fd4cc06a25d81d35&bb=is0DEUMGJSx_XLpseUMtMhMZLqKjynILetd9gPUljfFfpsroHzNR5qmCwAFcsMEdUDYk1QZkCX5L2M63hs4tzHwM7qhaMTlRdFA642NXKjl3WBGce75l2X75JQGUljgy&xkcb=SoDd67M3-rXltx6pGh0AbzkdCdPP&fccid=caed318a9335aac0&vjs=3,Senior Machine Learning Engineer - TikTok Lead Ads,TikTok,PostedPosted 30+ days ago,"Vancouver, BC","['BS/MS degree in Computer Science, Computer Engineering, or other relevant majors.', '3+ years of hands-on experience with applying machine learning methods for ranking.', '3+ years of software development experience and strong coding skills, especially in Python/C++. Experience with Tensorflow/PyTorch/MXNet is a plus.', 'Experience with recommender system projects.', 'Familiarity with online experimentation methods and analytics. Essential knowledge and skills in statistics.', 'Curiosity toward new technologies and entrepreneurship.']"
https://ca.indeed.com/rc/clk?jk=ca828d6813743418&bb=is0DEUMGJSx_XLpseUMtMu5rlWyHKyHpzeJCnJ3gN3nNoHR6nehtkm7w4QliS2ZNEaVCZDuxJ2ZW5Q9vAnT9Sul3uzt6D9DzRdjfInHt3qNDWVAk9sDjIlm73bZdS-G_&xkcb=SoDn67M3-rXltx6pGh0GbzkdCdPP&fccid=858565e37a126a9f&vjs=3,Enterprise Data Architect,Ledcor,PostedPosted 24 days ago,"Edmonton, AB","["" Bachelor's Degree in Computer Science or Information Management. Master's Degree in Data Science preferred"", ' Data Management Professional or TOGAF certification is an asset', ' 8+ years of experience architecting, designing and developing large scale data solutions utilizing a mixture of database platforms', ' 8+ years of progressive information management solutions and end-to-end development life-cycle support (waterfall and/or agile)', ' Previous experience in capital intensive industries and prior exposure to a business or non-IT related role is considered an asset', ' Experience with emerging technologies and translating new trends into potential use cases', ' Background in data technologies built on traditional (RDMBS) and non traditional (NoSQL) platforms', ' Experience in working in multiple, large, cross-functional teams or projects, and influencing senior level management and key stakeholders', ' Knowledge of all components of holistic data architecture, business re-engineering principles and processes, and basic knowledge of financial models and budgeting', ' Advanced understanding of enterprise and data architecture methodology, standards, processes and service delivery', ' Ability to translate business requirements into data architecture solutions and services', ' Senior or expert level knowledge in Active Directory, Azure AAD, PaaS, IaaS, SaaS, predictive modeling, AI modeling, data warehousing, data lake, data factory, AWS, enterprise content management, collaboration systems', ' In-depth understanding of data modelling principles (e.g., relational, graph)', ' Understanding of event driven architecture, and associated schemas, and technologies, e.g., KSQL', ' Experience gathering and analyzing system requirements', ' Understanding of how data architecture enables corporate strategy and can be applied for each Business Unit and Function', ' Ability to collaborate with the business to understand their vision and strategy and translate that into effective enterprise change']"
https://ca.indeed.com/rc/clk?jk=8534300e6683671a&bb=is0DEUMGJSx_XLpseUMtMiHZ8eeDiEamgnESm15oq6A_U3v_z_9uljzKWHnH3uYW8KFO6W8fu4YEtxGKPOWrJMF3Pq5A3MVl2gi_KKnyDvsWBz3L1XaW8X2e8dlKi9oc&xkcb=SoB667M3-rXltx6pGh0FbzkdCdPP&fccid=714e7f3c712bde4c&vjs=3,Conversationail AI Designer,Inoria,PostedPosted 2 days ago,"Montréal, QC","['Conversational AI Design experience with one or more of the main platforms available on the market, for example:', 'Google DialogFlow, Amazon Lex, Nuance Mix, kore.ai, Parloa, Cognigy, etc.', 'A portfolio with examples of VUI / ChatBot / VoiceBot client work', 'Education: BA / BS or equivalent experience in human factors engineering, product interface design, linguistics, cognitive science, experimental psychology, or related field', 'Great interpersonal and communication skills', 'Strong analytical skills: perform detailed analysis of performance and trends to provide insight and recommendations', 'Strong communication skills and the ability to develop and confidently deliver polished presentations to customers and internal teams', 'Native English language skills. Functional knowledge of French is an important asset.', 'Strong Microsoft Windows and Office suite skills. Microsoft Visio a plus', 'Availability for travel to client sites within the US and Canada']"
https://ca.indeed.com/rc/clk?jk=dbfc098a147b06c0&bb=ypwLdInTeCPaciinepBk23_4ydDLCZaYm7G-QeISaFHJdK1JpMrqdKb1XOkQND-ygfMSiGlP2a857pbLj_O9H3IepF-4R4UO4fSrbgDPx5aW5It-xBlJ_w%3D%3D&xkcb=SoBb67M3-rXlWlULXZ0JbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Data Science Integration Architect - Health Care and Life Science,Accenture,PostedPosted 30+ days ago,"Toronto, ON","[' Minimum 5 years implementing data exchange/interoperability solutions in healthcare or life sciences', ' Minimum 5 years of architecture experience leading the design of conceptual, logical, and physical solution architectures', ' Minimum 2.5 years of experience with the implementation of HL7 FHIR for clinical data repository or exchange products', ' Experience implementing a FHIR server (HAPI, Smile CDR, etc.)', ' Experience architecting interoperable solutions on cloud platforms (Azure, AWS, Google Cloud, etc.)', ' Experience with other data exchange standards and frameworks (e.g., HL7 v2, CDA, IHE, etc.)', ' Minimum 2.5 years of experience as part of interoperable solutions design and deployment teams in healthcare or life sciences', ' Demonstrate understanding of Computational Science in Healthcare or Life Sciences', ' Technical skills in more than one of Python, Java, FHIR, JSON', ' Minimum undergraduate degree from a recognized university in an applicable field such as Bachelor of Science, Computer Science or Health Informatics', ' Additional coursework in AI an asset', ' Experience with clinical terminology standards (e.g., SNOMED CT, ICD-10-CA, ICD-9, etc.) an asset', ' Experience with AI-based decision support systems in healthcare or life sciences an asset']"
https://ca.indeed.com/rc/clk?jk=bed60dfea6db3172&bb=ypwLdInTeCPaciinepBk2yGSwJKLRZfvSfLwNtIKyYI9P2qWH-ci2xHHEVmTyVNF2j33N_-Oz3Hvd34Rw898f0bPSKyQ-mwfC3wSd2f1zp3JWpNsMUOM-xVFoxVFe_Nj&xkcb=SoDv67M3-rXlWlULXZ0IbzkdCdPP&fccid=62b8ad658dad7f7d&vjs=3,"Technical Lead, BI, Data Analytics, and Gov",Pacific Smoke International Inc,PostedPosted 23 days ago,"Markham, ON","[' Education:\n      \n Bachelor’s degree in Computer Science, Information Systems, Data Science, Business Administration, or a related field.\n', ' Bachelor’s degree in Computer Science, Information Systems, Data Science, Business Administration, or a related field.', ' Experience:\n      \n 7-10 years of experience in business intelligence, data analytics, or data governance.\n Proven leadership experience in managing BI, analytics, and data governance teams.\n Extensive experience in developing and executing data strategies and governance frameworks.\n', ' 7-10 years of experience in business intelligence, data analytics, or data governance.', ' Proven leadership experience in managing BI, analytics, and data governance teams.', ' Extensive experience in developing and executing data strategies and governance frameworks.', ' Technical Skills:\n      \n Proficiency in BI tools (e.g., Power BI, Tableau, QlikView).\n Strong hands-on experience in data warehousing, ETL processes, and data modelling.\n Expertise in SQL and data query languages.\n Familiarity with data governance tools and frameworks.\n Experience with advanced analytics and machine learning techniques.\n Knowledge of big data technologies and cloud platforms (e.g., AWS, Azure) is a plus.\n', ' Proficiency in BI tools (e.g., Power BI, Tableau, QlikView).', ' Strong hands-on experience in data warehousing, ETL processes, and data modelling.', ' Expertise in SQL and data query languages.', ' Familiarity with data governance tools and frameworks.', ' Experience with advanced analytics and machine learning techniques.', ' Knowledge of big data technologies and cloud platforms (e.g., AWS, Azure) is a plus.', ' Soft Skills:\n      \n Exceptional leadership and team development skills.\n Strong problem-solving and analytical abilities.\n Effective communication and presentation skills.\n Ability to work collaboratively with cross-functional teams and senior management.\n', ' Exceptional leadership and team development skills.', ' Strong problem-solving and analytical abilities.', ' Effective communication and presentation skills.', ' Ability to work collaboratively with cross-functional teams and senior management.', ' Proficiency in BI tools (e.g., Power BI, Tableau, QlikView).', ' Strong hands-on experience in data warehousing, ETL processes, and data modelling.', ' Expertise in SQL and data query languages.', ' Familiarity with data governance tools and frameworks.', ' Experience with advanced analytics and machine learning techniques.', ' Knowledge of big data technologies and cloud platforms (e.g., AWS, Azure) is a plus.', ' Exceptional leadership and team development skills.', ' Strong problem-solving and analytical abilities.', ' Effective communication and presentation skills.', ' Ability to work collaboratively with cross-functional teams and senior management.', ' Strategic Vision: Ability to develop and implement a forward-thinking data strategy that aligns with business goals.', ' Technical Expertise: Deep understanding of BI, analytics, and data governance technologies and methodologies.', ' Project Leadership: Strong organizational skills to manage multiple projects and initiatives effectively.', ' Stakeholder Engagement: Excellent skills in managing relationships with stakeholders across the organization.', ' Innovation and Adaptability: Proactively seek and adopt new technologies and approaches to enhance data capabilities.']"
https://ca.indeed.com/rc/clk?jk=3e34b359cb4da01c&bb=ypwLdInTeCPaciinepBk2-E1LWZokoPdhThhC-iNXMxcROiBV7J08cJE6Aqgeq3u2jg92XI5oI4dfEPYAc_4MsjZKV2_9SGnQB5630BQQCDgOTlCMaW-BDKBxpXpMVMb&xkcb=SoBh67M3-rXlWlULXZ0PbzkdCdPP&fccid=7ce633552bb08ee6&vjs=3,Staff Machine Learning Engineer,SurveyMonkey,PostedPosted 20 days ago,Remote,"['Design and implement secure, scalable, and high-performance pipelines managing the end-to-end lifecycle of ML models.', 'Offer strong technical leadership skills, have served as a consultant to management and internal/external spokesperson for the ML team, and educate and influence leadership on decisions affecting ML.', ""You'll integrate, test, and monitor ML model services across our product portfolio. The MLP team's focus includes supporting services for ML models and extending architecture to integrate with other SurveyMonkey microservices."", ""Collaborate closely with SurveyMonkey's application engineers"", 'Use applied machine learning techniques that include generative AI, natural language processing, classification, spam detection, personalization/ranking, etc. We do this at a significant scale and generally in real-time.', 'Being fun to work with is definitely a plus!']"
https://ca.indeed.com/rc/clk?jk=5267fbebf6ff2a33&bb=ypwLdInTeCPaciinepBk2wZd2d5tqtpV1YGeOlXIQ8YuKGASH2uD-FPeHn_AOUYVF0maXT5HazymTpEKiCviCRS71BAHih8d3bBcxPVMgaSFDbixIK3iVg%3D%3D&xkcb=SoDV67M3-rXlWlULXZ0ObzkdCdPP&fccid=09ac3ce4d9d271d1&vjs=3,Applied Geomatics and Data Science Academic Teaching Staff,University of Alberta,PostedPosted 23 days ago,"Edmonton, AB","[' A doctoral degree in environmental science, conservation science, geomatics, computer science, data science, or a related field.', ' Demonstrated expertise in applied geomatics, spatial analysis, remote sensing, GIS, and data science in the context of environmental management and conservation.', ' Experience in teaching at the undergraduate and/or postgraduate level, including course development and delivery.', ' Experience with geospatial data processing, analysis, and visualization tools such as ArcGIS, QGIS, and open-source geomatics libraries in R or Python.', ' Ability to work collaboratively in interdisciplinary teams and engage with stakeholders from diverse backgrounds.', ' Excellent communication skills, both written and verbal.', ' Commitment to diversity, equity, and inclusion in education and research.', ' Familiarity with emerging technologies and methodologies in geomatics and data science, such as UAV (Unmanned Aerial Vehicle) imagery, LiDAR (Light Detection and Ranging), and deep learning.', ' Teaching experience in online or blended learning environments.', ' Professional certifications in relevant areas of geomatics, GIS, or data science.']"
https://ca.indeed.com/rc/clk?jk=5b94fa70b9c2b73b&bb=ypwLdInTeCPaciinepBk2_Hgo2wEOyn6_ShhMxuT94aRskODCF54TtH_9qTCIBynpydqj8fSir9VYJDYlb-WUX0OMss61LmxMgOoyDwJx-aSCReNZKlscGogJfMurBn5&xkcb=SoCh67M3-rXlWlULXZ0CbzkdCdPP&fccid=0ccb45861694df0c&vjs=3,Senior Business Data Analyst,Ontario Securities Commission,PostedPosted 2 days ago,"Toronto, ON","[' Undergraduate degree in STEM programs, including Mathematics, Computer Science, Computer Engineering, Business or other related discipline.', ' Minimum 5+ years of relevant data analytical experience', ' Has led creative design projects and has experience in specialized software to create engaging content', ' Strong understanding of workflow type applications', ' Strong analytical skills and statistical analysis with the ability to collect, organize, analyze and disseminate important information with attention to detail, accuracy and confidentiality', ' Clear and concise verbal and written communication skills', ' Ability to interact professionally with management and professionals at various levels', ' Ability to work with minimal direction, prioritize multiple projects, coach and assist others and meet strict deadlines', ' In-depth knowledge of financial concepts and the securities industry, including the Ontario Securities Act and regulations', ' Advanced knowledge and proficiency working with business intelligence, analytics and reporting tools such as Tableau, Python, R, SQL, Cognos and Crystal Reports', ' Experienced user of Data Warehouse and Business Intelligence concepts and design']"
https://ca.indeed.com/rc/clk?jk=e83a410ae4e2827e&bb=ypwLdInTeCPaciinepBk2511bFPvBWt8iDrmkBaC1eYgKFkGM4YlCY_ow1CK7x-KXWMrBCRdU6KyRR5yggq7elivdxeCJE8OY-55byi20hOc0GLBDmrf6Q%3D%3D&xkcb=SoA867M3-rXlWlULXZ0BbzkdCdPP&fccid=735667c8ff2f1a48&vjs=3,Machine Learning Scientist (1 Year Contract),DarkVision,PostedPosted 3 days ago,"Vancouver, BC","['Experience developing deep learning models for computer vision tasks. ', ""Master's degree in Computer Science, Computer Engineering, Electrical Engineering or a ML/AI related field; PhD preferred. "", 'Proficient in Python and at least one mainstream deep learning framework, such as PyTorch, TensorFlow, JAX, etc. ']"
https://ca.indeed.com/rc/clk?jk=c6afcc651128398a&bb=ypwLdInTeCPaciinepBk20oW8-FcJYknox1jGWo6WiysRs_g7wDhf64Ny0XdNMVjYMOeg9qUTP38C0-pL4lBKGrPDW2QAP8p2qOpOhfALIG2AZssNrYkheYh3ZW2gcsA&xkcb=SoCI67M3-rXlWlULXZ0AbzkdCdPP&fccid=f4db953af8f04736&cmp=MacDon-Industries-Ltd.&ti=Software+Engineer&vjs=3,ML & AI Software Developer,MacDon Industries Ltd.,EmployerActive 2 days ago,"Winnipeg, MB","['Graduated from an accredited Engineering or Technology program', 'Experience with Python or C++ programming languages', 'Knowledge of machine learning techniques and algorithms related to image processing', 'Experience with machine learning development process, including data gathering, data cleaning, training, and deployment of ML models', 'Familiarity with CAN protocol J1939', 'Graduated from an accredited Engineering or Technology program', 'Experience with Python or C++ programming languages', 'Knowledge of machine learning techniques and algorithms related to image processing', 'Experience with machine learning development process, including data gathering, data cleaning, training, and deployment of ML models', 'Familiarity with CAN protocol J1939', '2 years of experience working in machine learning, or similar experience in post-graduate research in machine learning', 'Some experience working with embedded controllers, both programming and connecting the controllers to sensors and other systems', 'Knowledge of networking protocols and communication concepts', 'Familiarity with AWS, Azure or similar provider of cloud computing', 'Exposure to model-based software design using the MATLAB/Simulink tools.', 'Interest in controls and automation of mechanical systems.', 'Familiarity with agricultural equipment and farming']"
